Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2026-03-01 02:10:00+00:00,67917.1328125,67956.984375,67798.8125,67800.953125,397373440
2026-03-01 02:15:00+00:00,67815.4921875,67974.09375,67777.625,67974.09375,181821440
2026-03-01 02:20:00+00:00,67720.0546875,67788.6484375,67720.0546875,67788.6484375,42971136
2026-03-01 02:25:00+00:00,67787.4296875,67787.4296875,67686.546875,67693.1640625,35647488
2026-03-01 02:30:00+00:00,67772.4453125,67791.8828125,67714.296875,67786.796875,650391552
2026-03-01 02:35:00+00:00,67844.7734375,67919.5703125,67844.7734375,67854.1171875,0
2026-03-01 02:40:00+00:00,68053.8671875,68053.8671875,67820.453125,67834.6640625,89989120
2026-03-01 02:45:00+00:00,68120.0703125,68134.0078125,68088.3359375,68088.3359375,123453440
2026-03-01 02:50:00+00:00,67773.421875,67845.21875,67758.6953125,67765.90625,234237952
2026-03-01 02:55:00+00:00,67667.5390625,67734.96875,67666.421875,67734.96875,431108096
2026-03-01 03:00:00+00:00,67676.484375,67676.484375,67646.7890625,67647.1015625,28667904
2026-03-01 03:05:00+00:00,67673.4140625,67673.4140625,67641.3203125,67670.921875,69820416
2026-03-01 03:10:00+00:00,67744.2109375,67805.3046875,67744.2109375,67757.7890625,0
2026-03-01 03:15:00+00:00,67734.1875,67741.1015625,67677.625,67719.453125,217513984
2026-03-01 03:20:00+00:00,67435.140625,67694.0390625,67435.140625,67694.0390625,666824704
2026-03-01 03:25:00+00:00,67590.1171875,67590.1171875,67443.3125,67443.3125,62324736
2026-03-01 03:30:00+00:00,67504.5234375,67568.4296875,67482.90625,67568.4296875,0
2026-03-01 03:35:00+00:00,67541.9609375,67567.8671875,67497.2734375,67497.2734375,0
2026-03-01 03:40:00+00:00,67602.953125,67602.953125,67526.7109375,67528.921875,237387776
2026-03-01 03:45:00+00:00,67562.984375,67665.6484375,67562.984375,67633.2265625,41762816
2026-03-01 03:50:00+00:00,67654.609375,67661.859375,67604.6640625,67661.859375,60964864
2026-03-01 03:55:00+00:00,67487.265625,67540.640625,67487.265625,67523.9921875,0
2026-03-01 04:00:00+00:00,67570.4765625,67592.6796875,67570.4765625,67574.7109375,917925888
2026-03-01 04:05:00+00:00,67400.59375,67546.0390625,67400.59375,67546.0390625,94412800
